Date,Name,Year,Letterboxd URI,Rating
2021-04-25,Joker,2019,https://boxd.it/h4cS,4
2021-04-25,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,5
2021-04-25,Black Panther,2018,https://boxd.it/8MHs,3
2021-04-25,Guardians of the Galaxy,2014,https://boxd.it/3VH2,4
2021-04-25,Batman Begins,2005,https://boxd.it/2aIg,4
2021-04-27,Slumdog Millionaire,2008,https://boxd.it/1S3E,3
2021-04-27,Avengers: Endgame,2019,https://boxd.it/9vE4,3.5
2021-04-27,Mission: Impossible – Fallout,2018,https://boxd.it/bSVc,4
2021-04-27,Coco,2017,https://boxd.it/bYJQ,3
2021-04-27,Thor: Ragnarok,2017,https://boxd.it/8MHi,3.5
2021-04-27,Spider-Man: Homecoming,2017,https://boxd.it/aboM,3
2021-04-27,Wonder Woman,2017,https://boxd.it/9roG,3.5
2021-04-27,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/8MxC,3
2021-04-27,Logan,2017,https://boxd.it/7Piy,3
2021-04-27,Baby Driver,2017,https://boxd.it/bhF2,3
2021-04-27,Doctor Strange,2016,https://boxd.it/8MH8,3.5
2021-04-27,Your Name.,2016,https://boxd.it/cUqs,4.5
2021-04-27,Captain America: Civil War,2016,https://boxd.it/89Ja,3.5
2021-04-27,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,3
2021-04-27,Deadpool,2016,https://boxd.it/9fOC,3.5
2021-04-27,Kung Fu Panda 3,2016,https://boxd.it/4uRQ,3.5
2021-04-27,Mission: Impossible – Rogue Nation,2015,https://boxd.it/5rI4,3.5
2021-04-27,John Wick,2014,https://boxd.it/7dEc,4
2021-04-27,Man of Steel,2013,https://boxd.it/FRk,3
2021-04-27,The Avengers,2012,https://boxd.it/1xFW,3.5
2021-04-27,Mission: Impossible – Ghost Protocol,2011,https://boxd.it/psI,3
2021-04-27,Captain America: The First Avenger,2011,https://boxd.it/28b0,3
2021-04-27,Up,2009,https://boxd.it/1OEc,3
2021-04-27,WALL·E,2008,https://boxd.it/1VEo,3
2021-04-27,Kung Fu Panda,2008,https://boxd.it/1Yws,5
2021-04-27,Iron Man,2008,https://boxd.it/28dA,2.5
2021-04-27,Toy Story,1995,https://boxd.it/29qA,3.5
2021-04-27,Iron Man 3,2013,https://boxd.it/2cBQ,3
2021-04-27,Iron Man 2,2010,https://boxd.it/1WZM,2
2021-04-27,Spider-Man,2002,https://boxd.it/2a8i,3
2021-04-27,Spider-Man 2,2004,https://boxd.it/2a88,3
2021-04-27,The Amazing Spider-Man,2012,https://boxd.it/27PI,2.5
2021-04-27,Spider-Man 3,2007,https://boxd.it/2a7Y,3
2021-04-27,The Amazing Spider-Man 2,2014,https://boxd.it/3utM,2.5
2021-04-27,Thor,2011,https://boxd.it/1WQU,2
2021-04-27,Thor: The Dark World,2013,https://boxd.it/2DqA,2
2021-04-27,Furious 7,2015,https://boxd.it/5cVs,2
2021-04-27,The Conjuring 2,2016,https://boxd.it/7GJg,3.5
2021-04-27,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,https://boxd.it/2ark,3
2021-04-27,Kingsman: The Secret Service,2014,https://boxd.it/6dxe,3
2021-04-27,Aquaman,2018,https://boxd.it/9ru0,3
2021-05-05,The Adventures of Tintin,2011,https://boxd.it/1Irc,5
2021-06-13,Dunkirk,2017,https://boxd.it/d0Y6,4
2021-06-23,Southpaw,2015,https://boxd.it/9Phu,3
2021-07-27,Grave of the Fireflies,1988,https://boxd.it/1RUM,5
2021-08-08,The Suicide Squad,2021,https://boxd.it/fw6O,3.5
2021-08-13,The Karate Kid,2010,https://boxd.it/15HA,3.5
2021-08-13,Snake in the Eagle's Shadow,1978,https://boxd.it/1TC6,3.5
2021-08-13,Enter the Dragon,1973,https://boxd.it/1YCA,4.5
2021-08-13,Ip Man,2008,https://boxd.it/1NrQ,4
2021-08-13,Ong-Bak,2003,https://boxd.it/1YZk,3
2021-08-13,Ong Bak 2,2008,https://boxd.it/1KhI,3.5
2021-08-13,Ong Bak 3,2010,https://boxd.it/V44,2.5
2021-08-13,The Terminal,2004,https://boxd.it/2a2O,3
2021-08-13,The Nun,2018,https://boxd.it/fBkw,1
2021-08-13,Justice League,2017,https://boxd.it/4w68,1.5
2021-08-13,Suicide Squad,2016,https://boxd.it/9row,1.5
2021-08-13,The Conjuring,2013,https://boxd.it/4sr2,3.5
2021-08-13,Cars,2006,https://boxd.it/29ho,4
2021-08-13,Cars 2,2011,https://boxd.it/H4Y,2.5
2021-08-13,Cars 3,2017,https://boxd.it/7IPq,3
2021-08-13,Toy Story 3,2010,https://boxd.it/1WRe,2.5
2021-08-13,Monsters University,2013,https://boxd.it/bQm,4
2021-08-13,"Monsters, Inc.",2001,https://boxd.it/2a46,3.5
2021-08-13,Brave,2012,https://boxd.it/bVG,3
2021-08-13,Finding Nemo,2003,https://boxd.it/72i,3.5
2021-08-13,Finding Dory,2016,https://boxd.it/4aAA,2.5
2021-08-13,The Good Dinosaur,2015,https://boxd.it/3AD4,3.5
2021-08-13,Minions,2015,https://boxd.it/6jCO,2.5
2021-08-13,Despicable Me,2010,https://boxd.it/1DD8,2.5
2021-08-13,Despicable Me 2,2013,https://boxd.it/3gg0,2
2021-08-13,The Secret Life of Pets,2016,https://boxd.it/aJ5E,3.5
2021-08-13,Sing,2016,https://boxd.it/b5EQ,2.5
2021-08-13,xXx,2002,https://boxd.it/20VY,2.5
2021-08-13,How to Train Your Dragon,2010,https://boxd.it/1WRy,4
2021-08-13,How to Train Your Dragon 2,2014,https://boxd.it/2TRW,3
2021-08-13,The Boss Baby,2017,https://boxd.it/9mfO,2
2021-08-13,Rise of the Guardians,2012,https://boxd.it/2PXw,2.5
2021-08-13,Turbo,2013,https://boxd.it/2Hzw,2
2021-08-13,Megamind,2010,https://boxd.it/16Sk,4
2021-08-13,Zootopia,2016,https://boxd.it/84xS,3
2021-08-13,Tangled,2010,https://boxd.it/15gO,4
2021-08-13,Big Hero 6,2014,https://boxd.it/5rje,3.5
2021-08-13,Ice Age,2002,https://boxd.it/2apS,3.5
2021-08-13,Ice Age: The Meltdown,2006,https://boxd.it/2wRk,3
2021-08-13,Ice Age: Dawn of the Dinosaurs,2009,https://boxd.it/20iC,4
2021-08-13,Ice Age: Continental Drift,2012,https://boxd.it/lQ2,3
2021-08-13,Ice Age: Collision Course,2016,https://boxd.it/8upq,2.5
2021-10-14,Texas Chainsaw 3D,2013,https://boxd.it/2E7O,1.5
2021-11-02,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,3
2021-11-16,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI,3.5
2021-12-02,Toy Story 4,2019,https://boxd.it/9ALu,0.5
2021-12-02,The Great Wall,2016,https://boxd.it/a04c,1
2021-12-02,Kung Fu Hustle,2004,https://boxd.it/1YBi,4.5
2021-12-02,Men in Black: International,2019,https://boxd.it/hdJw,0.5
2021-12-02,xXx: State of the Union,2005,https://boxd.it/1Tg0,1
2021-12-16,Harry Potter and the Goblet of Fire,2005,https://boxd.it/29Qo,3.5
2021-12-30,The Lighthouse,2019,https://boxd.it/icFU,5
2021-12-31,Night and Fog,1956,https://boxd.it/29A6,4
2022-01-01,Men in Black II,2002,https://boxd.it/2a0y,3
2022-01-01,Men in Black 3,2012,https://boxd.it/103U,3
2022-01-01,Men in Black,1997,https://boxd.it/2a0I,3.5
2022-02-01,Mortal Kombat,2021,https://boxd.it/gswA,2.5
2022-03-26,Demon Slayer: Kimetsu no Yaiba,2019,https://boxd.it/pKsE,4.5
2022-04-04,Bo Burnham: Inside,2021,https://boxd.it/v2uy,4
2022-04-04,Save Ralph,2021,https://boxd.it/ux2o,4.5
2022-05-28,Valimai,2022,https://boxd.it/nLOC,0.5
2022-09-01,Jujutsu Kaisen 0,2021,https://boxd.it/uvFS,3.5
2022-09-01,Howl's Moving Castle,2004,https://boxd.it/23De,4
2022-09-01,Anand,1971,https://boxd.it/1uhM,4.5
2022-09-01,Sonny Boy,2021,https://boxd.it/vYTQ,4
2022-09-05,American Psycho,2000,https://boxd.it/28Vs,4
2022-09-18,Toy Story 2,1999,https://boxd.it/29qq,3.5
2022-09-22,The Raid,2011,https://boxd.it/3hBy,3.5
2022-09-23,One Hundred and One Dalmatians,1961,https://boxd.it/1SeC,3
2022-11-05,Cowboy Bebop,1998,https://boxd.it/ptES,5
2022-11-08,"Love, Death & Robots: Sonnie's Edge",2019,https://boxd.it/lECg,3.5
2022-11-08,"Love, Death & Robots: The Witness",2019,https://boxd.it/lFO8,4
2022-11-08,"Love, Death & Robots: When the Yogurt Took Over",2019,https://boxd.it/lFSY,3
2022-11-08,"Love, Death & Robots: Beyond the Aquila Rift",2019,https://boxd.it/lGTe,2.5
2022-11-08,"Love, Death & Robots: Suits",2019,https://boxd.it/lFOM,3
2022-11-08,"Love, Death & Robots: Good Hunting",2019,https://boxd.it/lJFO,3
2022-11-08,"Love, Death & Robots: Sucker of Souls",2019,https://boxd.it/lFOW,2.5
2022-11-08,"Love, Death & Robots: Alternate Histories",2019,https://boxd.it/lJHg,2.5
2022-11-08,"Love, Death & Robots: Helping Hand",2019,https://boxd.it/lJGW,3
2022-11-08,"Love, Death & Robots: Fish Night",2019,https://boxd.it/lJGs,2.5
2022-11-08,"Love, Death & Robots: Shape-Shifters",2019,https://boxd.it/lJFY,2.5
2022-11-08,"Love, Death & Robots: Lucky 13",2019,https://boxd.it/lJGC,3
2022-11-08,"Love, Death & Robots: Blindspot",2019,https://boxd.it/lJH6,3
2022-11-08,"Love, Death & Robots: The Tall Grass",2021,https://boxd.it/vdQU,3
2022-11-08,"Love, Death & Robots: Jibaro",2022,https://boxd.it/EqO6,4.5
2022-11-08,"Love, Death & Robots: The Drowned Giant",2021,https://boxd.it/vdRo,3
2022-11-08,"Love, Death & Robots: Life Hutch",2021,https://boxd.it/vdRe,2.5
2022-11-08,"Love, Death & Robots: Ice Age",2019,https://boxd.it/lJG8,2.5
2022-11-08,"Love, Death & Robots: The Dump",2019,https://boxd.it/lJGi,2.5
2022-11-08,"Love, Death & Robots: All Through the House",2021,https://boxd.it/vhXA,3.5
2022-11-08,"Love, Death & Robots: Swarm",2022,https://boxd.it/AW84,2
2022-11-08,"Love, Death & Robots: In Vaulted Halls Entombed",2022,https://boxd.it/AW7A,4
2022-11-10,Pulp Fiction,1994,https://boxd.it/29Pq,5
2022-11-10,The Batman,2022,https://boxd.it/eDGs,4
2022-11-10,The Rescue,2021,https://boxd.it/pmto,4
2022-11-10,"Love, Death & Robots: Night of the Mini Dead",2022,https://boxd.it/AW6s,3
2022-11-10,"Love, Death & Robots: The Very Pulse of the Machine",2022,https://boxd.it/AW5O,2.5
2022-11-10,"Love, Death & Robots: Mason's Rats",2022,https://boxd.it/AW76,4
2022-11-10,"Love, Death & Robots: Kill Team Kill",2022,https://boxd.it/AW6M,2
2022-11-10,"Love, Death & Robots: Pop Squad",2021,https://boxd.it/vhLE,4.5
2022-11-10,"Love, Death & Robots: Automated Customer Service",2021,https://boxd.it/vhLk,2.5
2022-11-10,"Love, Death & Robots: Snow in the Desert",2021,https://boxd.it/vhLO,2.5
2022-11-10,"Love, Death & Robots: Ice",2021,https://boxd.it/vhLu,2.5
2022-11-10,Zack Snyder's Justice League,2021,https://boxd.it/tLOk,3
2022-11-10,Jujutsu Kaisen,2020,https://boxd.it/sOve,4
2022-11-10,Extraction,2020,https://boxd.it/jUjA,3
2022-11-10,Spider-Man: Far From Home,2019,https://boxd.it/fegG,3
2022-11-10,Pokémon Detective Pikachu,2019,https://boxd.it/fVA0,2.5
2022-11-10,Shazam!,2019,https://boxd.it/8WBu,3
2022-11-10,Dragon Ball Super: Broly,2018,https://boxd.it/iaWE,4
2022-11-10,Free Solo,2018,https://boxd.it/iEEq,4.5
2022-11-10,Kingsman: The Golden Circle,2017,https://boxd.it/buJm,2.5
2022-11-10,It,2017,https://boxd.it/bC8e,2
2022-11-10,Rings,2017,https://boxd.it/1NQ2,2
2022-11-10,xXx: Return of Xander Cage,2017,https://boxd.it/JqC,0.5
2022-11-10,The Garden of Words,2013,https://boxd.it/5Ymq,3
2022-11-10,Kung Fu Panda 2,2011,https://boxd.it/G36,3.5
2022-11-10,The Shining,1980,https://boxd.it/29Nu,4
2022-11-11,A Silent Voice: The Movie,2016,https://boxd.it/d99c,4
2022-11-11,"Love, Death & Robots: Bad Travelling",2022,https://boxd.it/BykM,4.5
2022-11-11,Captain America: The Winter Soldier,2014,https://boxd.it/3r58,4
2022-11-11,"Love, Death & Robots: Zima Blue",2019,https://boxd.it/lJGM,4
2022-11-13,Reservoir Dogs,1992,https://boxd.it/2agc,5
2023-01-22,12 Angry Men,1957,https://boxd.it/2auI,5
2023-01-23,Pyaasa,1957,https://boxd.it/10iq,5
2023-01-30,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape,4
2023-03-19,3 Idiots,2009,https://boxd.it/1Dsa,4.5
2023-03-19,Inception,2010,https://boxd.it/1skk,4.5
2023-03-19,"history of the entire world, i guess",2017,https://boxd.it/rQx0,4.5
2023-03-19,Lunana: A Yak in the Classroom,2019,https://boxd.it/ndMM,4.5
2023-03-19,Crayon Shin-chan: Action Mask vs. Leotard Devil,1993,https://boxd.it/4db4,4
2023-03-19,Crayon Shin-chan: A Storm-invoking Jungle,2000,https://boxd.it/3ToM,4.5
2023-03-19,Crayon Shin-chan: Fierceness That Invites Storm! Operation Golden Spy,2011,https://boxd.it/568u,4.5
2023-03-19,Kill Bill: Vol. 1,2003,https://boxd.it/70w,3.5
2023-03-23,The Usual Suspects,1995,https://boxd.it/29XE,4
2023-03-23,Black Adam,2022,https://boxd.it/fup0,2.5
2023-03-23,An Action Hero,2022,https://boxd.it/xk3Y,3
2023-03-23,Prey,2022,https://boxd.it/sNBU,3
2023-03-23,Dragon Ball Super: Super Hero,2022,https://boxd.it/mxII,3
2023-03-26,Se7en,1995,https://boxd.it/29zs,4.5
2023-03-27,GoodFellas,1990,https://boxd.it/29FA,5
2023-03-27,Trainspotting,1996,https://boxd.it/29XY,5
2023-03-27,Kill Bill: The Origin of O-Ren,2003,https://boxd.it/8r9a,3.5
2023-03-27,My Dinner with Andre,1981,https://boxd.it/1vLe,3
2023-03-27,Werewolf by Night,2022,https://boxd.it/xMrO,3.5
2023-03-27,Star Wars,1977,https://boxd.it/72s,3.5
2023-03-27,Like Stars on Earth,2007,https://boxd.it/20SA,4.5
2023-03-27,Crayon Shin-chan: Intense Battle! Robo Dad Strikes Back,2014,https://boxd.it/9JPA,4
2023-03-27,Vinland Saga,2019,https://boxd.it/qdwU,4.5
2023-04-03,Akira,1988,https://boxd.it/2b1i,4.5
2023-04-30,Cowboy Bebop: The Movie,2001,https://boxd.it/1Uc4,4
2023-05-21,Midsommar,2019,https://boxd.it/jhxe,4
2023-05-22,Ping Pong the Animation,2014,https://boxd.it/oL1s,5
2023-05-23,Jackie Brown,1997,https://boxd.it/2aVO,3.5
2023-05-27,La La Land,2016,https://boxd.it/a5fa,4.5
2023-06-17,Drive,2011,https://boxd.it/IG,3.5
2023-06-18,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,5
2023-06-20,Superbad,2007,https://boxd.it/20hO,2.5
2023-06-22,Death Proof,2007,https://boxd.it/27GG,3
2023-07-14,Dead Poets Society,1989,https://boxd.it/2aSg,5
2023-07-15,Om Dar-B-Dar,1988,https://boxd.it/784I,2
2023-07-15,Chungking Express,1994,https://boxd.it/1UDa,4.5
2023-07-17,Devilman Crybaby,2018,https://boxd.it/muwa,4.5
2023-07-19,Detachment,2011,https://boxd.it/2BiY,3.5
2023-07-21,Mad Max: Fury Road,2015,https://boxd.it/2DjO,3.5
2023-07-22,Mortal Kombat,1995,https://boxd.it/1YZY,2
2023-07-24,Fallen Angels,1995,https://boxd.it/1UkW,4.5
2023-07-24,(500) Days of Summer,2009,https://boxd.it/1EmM,3.5
2023-07-24,The Shawshank Redemption,1994,https://boxd.it/2aHi,4.5
2023-07-24,Django Unchained,2012,https://boxd.it/2cCk,4.5
2023-07-24,The Royal Tenenbaums,2001,https://boxd.it/1YHU,4.5
2023-07-24,The Seventh Seal,1957,https://boxd.it/2ahO,2.5
2023-07-28,Blade Runner 2049,2017,https://boxd.it/b8wK,5
2023-07-30,The Godfather,1972,https://boxd.it/2aNK,4
2023-07-30,Full Metal Jacket,1987,https://boxd.it/2a1Q,4.5
2023-08-01,Perfect Blue,1997,https://boxd.it/1W7A,5
2023-08-04,Taipei Story,1985,https://boxd.it/3BkC,5
2023-08-07,Fight Club,1999,https://boxd.it/2a9q,4
2023-08-07,A Clockwork Orange,1971,https://boxd.it/2aVE,4
2023-08-08,Taxi Driver,1976,https://boxd.it/2b8y,5
2023-08-08,The Silence of the Lambs,1991,https://boxd.it/2aHW,4
2023-08-10,Eraserhead,1977,https://boxd.it/299u,3.5
2023-08-12,Shutter Island,2010,https://boxd.it/1U82,5
2023-08-13,Prisoners,2013,https://boxd.it/4E5i,4
2023-08-14,Nightcrawler,2014,https://boxd.it/780m,3.5
2023-08-15,Gone Girl,2014,https://boxd.it/6hQu,4
2023-08-15,Zodiac,2007,https://boxd.it/27MO,5
2023-08-15,Primal Fear,1996,https://boxd.it/28ws,3.5
2023-08-16,Dilwale Dulhania Le Jayenge,1995,https://boxd.it/1F9k,4
2023-08-16,Om Shanti Om,2007,https://boxd.it/20zy,2.5
2023-08-16,Veer-Zaara,2004,https://boxd.it/24C2,3.5
2023-08-16,Kal Ho Naa Ho,2003,https://boxd.it/24By,3
2023-08-16,Chak De! India,2007,https://boxd.it/1ODI,3
2023-08-16,My Name Is Khan,2010,https://boxd.it/1uD4,3
2023-08-16,Chennai Express,2013,https://boxd.it/69tM,3
2023-08-16,Tamasha,2015,https://boxd.it/bgLI,4.5
2023-08-16,Barfi!,2012,https://boxd.it/4aL4,4.5
2023-08-16,PK,2014,https://boxd.it/9q1G,4
2023-08-16,Sanju,2018,https://boxd.it/hTZm,3
2023-08-16,Ajab Prem Ki Ghazab Kahani,2009,https://boxd.it/1wUm,2.5
2023-08-16,Zindagi Na Milegi Dobara,2011,https://boxd.it/efo,5
2023-08-16,Dil Chahta Hai,2001,https://boxd.it/1Nsk,4.5
2023-08-16,Sholay,1975,https://boxd.it/1Saq,4
2023-08-17,Avengers: Infinity War,2018,https://boxd.it/9vEe,4
2023-08-17,Inglourious Basterds,2009,https://boxd.it/1JzG,4
2023-08-17,The Matrix,1999,https://boxd.it/2a1m,4
2023-08-17,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,4
2023-08-17,The Dark Knight Rises,2012,https://boxd.it/H3m,4
2023-08-17,Kill Bill: Vol. 2,2004,https://boxd.it/2au4,4
2023-08-17,The Sixth Sense,1999,https://boxd.it/29Js,4
2023-08-17,"Love, Death & Robots: The Secret War",2019,https://boxd.it/lN0g,4
2023-09-09,Dazed and Confused,1993,https://boxd.it/1Ylk,4
2023-09-24,Jawan,2023,https://boxd.it/wVDs,2.5
2023-09-25,Manorama Six Feet Under,2007,https://boxd.it/Ngc,3.5
2023-09-29,Dev.D,2009,https://boxd.it/1L5I,4
2023-10-15,Memories of Murder,2003,https://boxd.it/1TSo,5
2023-10-23,Occult,2009,https://boxd.it/3VFU,3
2023-10-30,Millennium Mambo,2001,https://boxd.it/1Tzw,3
2023-11-07,All About Lily Chou-Chou,2001,https://boxd.it/1JP0,4.5
2023-12-15,Good Will Hunting,1997,https://boxd.it/2ahY,4
2024-01-16,Spirited Away,2001,https://boxd.it/2b4m,5
2024-01-22,Ghost in the Shell,1995,https://boxd.it/1YYc,3.5
2024-01-26,Neon Genesis Evangelion,1995,https://boxd.it/ptEI,4.5
2024-03-20,In the Mood for Love,2000,https://boxd.it/29tE,4.5
2024-04-10,Jin-Roh: The Wolf Brigade,1999,https://boxd.it/29wS,4.5
2024-05-10,The Fall Guy,2024,https://boxd.it/s0Bm,2.5
2024-05-11,The Wonderful Story of Henry Sugar,2023,https://boxd.it/yNyo,5
2024-05-11,Poison,2023,https://boxd.it/Is7Q,4.5
2024-05-11,The Swan,2023,https://boxd.it/Is80,5
2024-05-11,The Rat Catcher,2023,https://boxd.it/Is8a,4
2024-05-19,The Darjeeling Limited,2007,https://boxd.it/24as,3.5
2024-05-21,Cure,1997,https://boxd.it/1blA,5
2024-05-28,Stalker,1979,https://boxd.it/28PO,3
2024-05-28,Pulse,2001,https://boxd.it/1s3y,2
2024-05-29,Hereditary,2018,https://boxd.it/hNVe,4
2024-05-30,Oldboy,2003,https://boxd.it/29R2,4
2024-05-31,Terrorizers,1986,https://boxd.it/2IRG,4
2024-06-03,The Departed,2006,https://boxd.it/28MA,4.5
2024-06-05,The Girl with the Dragon Tattoo,2011,https://boxd.it/2Pa,3.5
2024-06-12,The House Is Black,1963,https://boxd.it/STe,5
2024-06-16,Swades,2004,https://boxd.it/1Ly6,4.5
2024-06-18,La Haine,1995,https://boxd.it/2as8,4.5
2024-06-25,Psycho,1960,https://boxd.it/2ab2,4.5
2024-06-26,Love Letter,1995,https://boxd.it/LMA,5
2024-06-27,Eyes Wide Shut,1999,https://boxd.it/2axs,5
2024-07-14,The Witch,2015,https://boxd.it/9X0m,4.5
2024-07-14,Donnie Darko,2001,https://boxd.it/2b2A,3.5
2024-07-16,Get Out,2017,https://boxd.it/eOCm,4
2024-07-17,Longlegs,2024,https://boxd.it/KzLM,3.5
2024-07-20,The Blair Witch Project,1999,https://boxd.it/26ua,4.5
2024-07-21,Possession,1981,https://boxd.it/1BPm,4.5
2024-07-22,Jumanji,1995,https://boxd.it/1ZLI,4
2024-08-27,The Wicker Man,1973,https://boxd.it/1KnG,4.5
2024-09-28,Picnic,1996,https://boxd.it/10HU,4.5
2024-10-10,Days of Being Wild,1990,https://boxd.it/1HbC,4
2024-10-13,Snatch,2000,https://boxd.it/2b7U,4
2024-10-14,The Prestige,2006,https://boxd.it/293w,4.5
2024-10-14,Kwaidan,1964,https://boxd.it/1kbY,5
2024-10-15,Vertigo,1958,https://boxd.it/2apI,3
2024-10-27,PLUTO,2023,https://boxd.it/Jo62,4.5
2024-11-01,Oppenheimer,2023,https://boxd.it/wUow,4
2024-11-01,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY,4
2024-11-01,Lake Mungo,2008,https://boxd.it/1rWM,5
2024-11-09,Rosemary's Baby,1968,https://boxd.it/29zM,4
2024-11-15,Pather Panchali,1955,https://boxd.it/22yC,5
2024-11-15,Oggy and the Cockroaches: The Movie,2013,https://boxd.it/69rm,5
2024-11-15,Aparajito,1956,https://boxd.it/29kW,5
2024-11-17,Apur Sansar,1959,https://boxd.it/29l6,5
2024-11-23,The Big City,1963,https://boxd.it/fI2,4.5
2024-11-27,Dear Zachary: A Letter to a Son About His Father,2008,https://boxd.it/1LW8,5
2024-12-02,Ninja Scroll,1993,https://boxd.it/1Ooe,4
2024-12-04,Memories,1995,https://boxd.it/Vz2,5
2024-12-04,Midori,1992,https://boxd.it/2jvq,2
2024-12-05,Angel's Egg,1985,https://boxd.it/1LeA,5
2024-12-07,Mononoke,2007,https://boxd.it/meNa,4
2024-12-24,Killers of the Flower Moon,2023,https://boxd.it/gHp0,3.5
2024-12-24,Persona,1966,https://boxd.it/29B4,4.5
2024-12-26,House,1977,https://boxd.it/1vsm,4.5
2024-12-27,Mulholland Drive,2001,https://boxd.it/297o,3.5
2024-12-28,The Dark Knight,2008,https://boxd.it/2b0k,4.5
2024-12-28,Once Upon a Time... in Hollywood,2019,https://boxd.it/gH0O,5
2024-12-30,Tetsuo: The Iron Man,1989,https://boxd.it/ZoM,3.5
2024-12-31,Raiders of the Lost Ark,1981,https://boxd.it/2bbs,4
2025-01-01,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8,4
2025-01-02,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO,4
2025-01-03,Rear Window,1954,https://boxd.it/2a6Q,5
2025-01-06,Manhunter,1986,https://boxd.it/1TOw,3
2025-01-06,True Romance,1993,https://boxd.it/2aBa,3
2025-01-07,Chinatown,1974,https://boxd.it/29vU,4.5
2025-01-08,The Hateful Eight,2015,https://boxd.it/8gw8,4.5
2025-01-08,A Fistful of Dollars,1964,https://boxd.it/2auo,4
2025-01-11,Nosferatu,2024,https://boxd.it/f5eG,3.5
2025-01-12,For a Few Dollars More,1965,https://boxd.it/29eu,4
2025-01-23,Nobody,2021,https://boxd.it/mLqS,3
2025-01-24,Charisma,1999,https://boxd.it/2ogU,3.5
